split,image_id,true_label,resnet_probability,densenet_probability,efficientnet_probability,mean_p,std_p,min_p,max_p,diff_rd,diff_re,diff_de,p_res_f1wtd,p_dense_f1wtd,p_eff_f1wtd,f1_wtd_avg,resnet_bin_frac,densenet_bin_frac,eff_bin_frac,resnet_calib_res,densenet_calib_res,eff_calib_res,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
train,IMG0000480.jpg,Fractured,0.9571,0.9966,0.8324,0.9287000000000001,0.06997775837126155,0.8324,0.9966,0.03950000000000009,0.12469999999999992,0.1642,0.6594418999999999,0.7215384,0.5585404,0.9306721209213054,0.9888475836431226,0.9960079840319361,0.859375,-0.03174758364312269,0.0005920159680639081,-0.02697499999999997,0.050857,0.066994,0.070936
train,IMG0000599.jpg,Fractured,0.493,0.9997,0.538,0.6769000000000002,0.22899218327270476,0.493,0.9997,0.5067,0.04500000000000004,0.4617,0.33967699999999995,0.7237828,0.36099800000000004,0.6835210172744722,0.273972602739726,0.9960079840319361,0.358695652173913,0.21902739726027398,0.0036920159680638998,0.179304347826087,0.04988,0.096147,0.055063
train,IMG0000600.jpg,Fractured,0.9158,1.0,0.9137,0.9431666666666666,0.040196379051960524,0.9137,1.0,0.08420000000000005,0.0020999999999999908,0.08630000000000004,0.6309861999999999,0.724,0.6130927,0.944375671785029,0.9888475836431226,0.9960079840319361,0.9453781512605042,-0.0730475836431227,0.003992015968063867,-0.03167815126050422,0.078382,0.045287,0.033429
train,IMG0000671.jpg,Fractured,0.7881,0.9995,0.9721,0.9199,0.09386557764519785,0.7881,0.9995,0.21140000000000003,0.18399999999999994,0.02740000000000009,0.5430009,0.723638,0.6522791,0.9207859884836854,0.8,0.9960079840319361,0.9453781512605042,-0.011900000000000022,0.0034920159680639218,0.02672184873949579,0.011581,0.056744,0.066706
train,IMG0000692.jpg,Fractured,0.9567,0.9994,0.9488,0.9683,0.02222626074414376,0.9488,0.9994,0.04269999999999996,0.007900000000000018,0.05059999999999998,0.6591663,0.7235655999999999,0.6366448,0.9689907389635318,0.9888475836431226,0.9960079840319361,0.9453781512605042,-0.032147583643122646,0.0033920159680638218,0.003421848739495803,0.119694,0.032164,0.131102
train,IMG0000702.jpg,Fractured,0.5522,0.9971,0.8435,0.7976000000000001,0.1845067478440829,0.5522,0.9971,0.44489999999999996,0.2913,0.15359999999999996,0.38046579999999997,0.7219004,0.5659885,0.8005540786948179,0.5901639344262295,0.9960079840319361,0.859375,-0.03796393442622947,0.001092015968063853,-0.015874999999999972,0.18118,0.11469,0.098688
train,IMG0000750.jpg,Fractured,0.826,0.9545,0.7421,0.8408666666666665,0.08734683101801055,0.7421,0.9545,0.12850000000000006,0.08389999999999997,0.21240000000000003,0.5691139999999999,0.691058,0.49794910000000003,0.8436281669865644,0.845360824742268,0.9960079840319361,0.6304347826086957,-0.01936082474226808,-0.04150798403193612,0.1116652173913043,0.085871,0.136689,0.064386
train,IMG0000751.jpg,Fractured,0.9122,0.9886,0.8656,0.9221333333333334,0.05070340773119254,0.8656,0.9886,0.07640000000000002,0.046599999999999975,0.123,0.6285058,0.7157464,0.5808176,0.923737907869482,0.9888475836431226,0.9960079840319361,0.859375,-0.07664758364312263,-0.007407984031936099,0.006225000000000036,0.031313,0.096248,0.074386
train,IMG0000758.jpg,Fractured,0.3105,0.9916,0.345,0.5490333333333334,0.3132586825967035,0.3105,0.9916,0.6811,0.034499999999999975,0.6466000000000001,0.21393449999999997,0.7179184,0.231495,0.558228358925144,0.3670886075949367,0.9960079840319361,0.19463087248322147,-0.056588607594936724,-0.004407984031936096,0.1503691275167785,0.107215,0.205072,0.227661
train,IMG0000762.jpg,Fractured,0.2248,0.9599,0.1213,0.4353333333333333,0.37332354451452543,0.1213,0.9599,0.7351,0.1035,0.8386,0.15488719999999997,0.6949675999999999,0.08139230000000001,0.44685561420345493,0.20454545454545456,0.9960079840319361,0.04314720812182741,0.020254545454545442,-0.03610798403193616,0.07815279187817259,0.186535,0.043337,0.215764
train,IMG0000763.jpg,Fractured,0.3225,0.9951,0.5706,0.6294000000000001,0.27771780641507304,0.3225,0.9951,0.6726,0.2481,0.4245,0.2222025,0.7204524,0.3828726,0.6360496641074858,0.3670886075949367,0.9960079840319361,0.358695652173913,-0.04458860759493671,-0.0009079840319361487,0.21190434782608697,0.239209,0.229098,0.012728
train,IMG0000776.jpg,Fractured,0.9666,0.9979,0.9733,0.9792666666666667,0.013456679464943125,0.9666,0.9979,0.031299999999999994,0.006700000000000039,0.024599999999999955,0.6659874,0.7224796,0.6530843000000001,0.9796311420345492,0.9888475836431226,0.9960079840319361,0.9453781512605042,-0.022247583643122626,0.001892015968063876,0.02792184873949588,0.084444,0.026153,0.05889
train,IMG0000777.jpg,Fractured,0.9755,0.9967,0.818,0.9300666666666667,0.0797143372020088,0.818,0.9967,0.021199999999999997,0.15750000000000008,0.17870000000000008,0.6721195,0.7216108,0.548878,0.9321536948176585,0.9888475836431226,0.9960079840319361,0.859375,-0.013347583643122607,0.0006920159680638971,-0.04137500000000005,0.075973,0.040546,0.038221
train,IMG0000801.jpg,Fractured,0.7674,0.9967,0.7927,0.8522666666666666,0.10265074551875189,0.7674,0.9967,0.22930000000000006,0.02529999999999999,0.20400000000000007,0.5287386,0.7216108,0.5319017,0.8552068618042228,0.8,0.9960079840319361,0.6304347826086957,-0.03260000000000007,0.0006920159680638971,0.16226521739130428,0.049279,0.05923,0.03125
train,IMG0000804.jpg,Fractured,0.959,0.9972,0.6458,0.8673333333333333,0.15742209360682363,0.6458,0.9972,0.03820000000000001,0.3131999999999999,0.35139999999999993,0.660751,0.7219728,0.43333180000000004,0.87142783109405,0.9888475836431226,0.9960079840319361,0.5125,-0.029847583643122677,0.001192015968063842,0.13330000000000009,0.042041,0.061562,0.021564
train,IMG0000805.jpg,Fractured,0.9633,0.9996,0.2972,0.7533666666666666,0.322898790472942,0.2972,0.9996,0.0363,0.6661,0.7024,0.6637137,0.7237104,0.19942120000000002,0.7614420825335894,0.9888475836431226,0.9960079840319361,0.0967741935483871,-0.025547583643122596,0.0035920159680639108,0.20042580645161293,0.016228,0.031791,0.0253
train,IMG0000822.jpg,Fractured,0.5655,0.9998,0.8477,0.8043333333333335,0.179934475728126,0.5655,0.9998,0.4343,0.2822,0.1521,0.38962949999999996,0.7238552,0.5688067,0.8072415547024954,0.5901639344262295,0.9960079840319361,0.859375,-0.024663934426229495,0.0037920159680638887,-0.011674999999999991,0.065849,0.064421,0.006426
train,IMG0000844.jpg,Fractured,0.8124,0.8759,0.5743,0.7542,0.1298231360993358,0.5743,0.8759,0.0635,0.23809999999999998,0.3016,0.5597436,0.6341516,0.38535530000000007,0.7577977447216893,0.845360824742268,1.0,0.358695652173913,-0.032960824742268025,-0.12409999999999999,0.215604347826087,0.173695,0.202219,0.131767
train,IMG0000845.jpg,Fractured,0.0761,0.9871,0.6841,0.5824333333333334,0.3787983925813601,0.0761,0.9871,0.911,0.6080000000000001,0.30299999999999994,0.0524329,0.7146604,0.4590311000000001,0.5883514395393475,0.005159474671669793,0.9960079840319361,0.5125,0.0709405253283302,-0.008907984031936156,0.17160000000000009,0.127842,0.182109,0.06333
train,IMG0000851.jpg,Fractured,0.3593,0.9437,0.605,0.636,0.23958518318126432,0.3593,0.9437,0.5844,0.24569999999999997,0.3387,0.2475577,0.6832387999999999,0.405955,0.6414354606525913,0.3670886075949367,0.9960079840319361,0.5125,-0.007788607594936714,-0.05230798403193615,0.09250000000000003,0.020359,0.033452,0.017918
train,IMG0000852.jpg,Fractured,0.4871,0.9992,0.3413,0.6092,0.28212220756260925,0.3413,0.9992,0.5121,0.14579999999999999,0.6578999999999999,0.33561189999999996,0.7234208,0.2290123,0.6180638195777352,0.273972602739726,0.9960079840319361,0.19463087248322147,0.21312739726027397,0.003192015968063844,0.14666912751677852,0.129535,0.04232,0.105046
train,IMG0001007.jpg,Fractured,0.6741,0.9983,0.3369,0.6697666666666667,0.270032804591508,0.3369,0.9983,0.32419999999999993,0.33720000000000006,0.6614,0.4644549,0.7227692,0.2260599,0.6781593090211133,0.6231884057971014,0.9960079840319361,0.19463087248322147,0.05091159420289859,0.002292015968063832,0.1422691275167785,0.031215,0.045486,0.075226
train,IMG0001008.jpg,Fractured,0.8027,0.989,0.545,0.7789,0.18204180838477735,0.545,0.989,0.18630000000000002,0.25769999999999993,0.44399999999999995,0.5530603,0.716036,0.36569500000000005,0.7844488003838773,0.845360824742268,0.9960079840319361,0.358695652173913,-0.042660824742268066,-0.007007984031936143,0.186304347826087,0.065272,0.026042,0.045171
train,IMG0001025.jpg,Fractured,0.8875,0.9958,0.546,0.8097666666666666,0.19168005170654095,0.546,0.9958,0.10830000000000006,0.3414999999999999,0.4498,0.6114875,0.7209592,0.366366,0.8151692418426105,0.845360824742268,0.9960079840319361,0.358695652173913,0.04213917525773192,-0.0002079840319361148,0.18730434782608701,0.122769,0.133561,0.119829
train,IMG0001026.jpg,Fractured,0.9712,0.9983,0.4072,0.7922333333333333,0.272484376718291,0.4072,0.9983,0.027100000000000013,0.564,0.5911,0.6691567999999999,0.7227692,0.2732312,0.7990197696737045,0.9888475836431226,0.9960079840319361,0.24369747899159663,-0.01764758364312269,0.002292015968063832,0.16350252100840337,0.056243,0.042191,0.088714
train,IMG0001041.jpg,Fractured,0.4193,0.9724,0.8813,0.7576666666666667,0.24213467785970316,0.4193,0.9724,0.5531,0.46199999999999997,0.09110000000000007,0.2888977,0.7040176,0.5913523,0.7602051823416508,0.273972602739726,0.9960079840319361,0.859375,0.145327397260274,-0.02360798403193609,0.021924999999999972,0.315863,0.199327,0.117822
train,IMG0001073.jpg,Fractured,0.5979,0.9781,0.8595,0.8118333333333334,0.15883344176281713,0.5979,0.9781,0.3802,0.26160000000000005,0.11859999999999993,0.41195309999999996,0.7081444,0.5767245000000001,0.8142140115163149,0.5901639344262295,0.9960079840319361,0.859375,0.00773606557377049,-0.017907984031936164,0.00012500000000004174,0.051953,0.102767,0.050967
train,IMG0001123.jpg,Fractured,0.081,0.5602,0.1915,0.2775666666666667,0.204880067898813,0.081,0.5602,0.4792,0.1105,0.3687,0.055809,0.4055848,0.1284965,0.2830567658349329,0.005159474671669793,0.4,0.04314720812182741,0.07584052532833022,0.1602,0.1483527918781726,0.330736,0.246165,0.170604
train,IMG0001147.jpg,Fractured,0.8912,0.999,0.8282,0.9061333333333333,0.07052381788366882,0.8282,0.999,0.1078,0.06299999999999994,0.17079999999999995,0.6140367999999999,0.723276,0.5557222,0.9083661228406911,0.845360824742268,0.9960079840319361,0.859375,0.04583917525773196,0.002992015968063866,-0.031174999999999953,0.055035,0.067909,0.074277
train,IMG0001148.jpg,Fractured,0.9658,0.9983,0.8762,0.9467666666666666,0.051632052921503024,0.8762,0.9983,0.03249999999999997,0.08960000000000001,0.12209999999999999,0.6654361999999999,0.7227692,0.5879302000000001,0.9482416506717852,0.9888475836431226,0.9960079840319361,0.859375,-0.02304758364312265,0.002292015968063832,0.01682499999999998,0.065326,0.121665,0.068522
train,IMG0001151.jpg,Fractured,0.6861,0.9994,0.6765,0.7873333333333333,0.15000498510234767,0.6765,0.9994,0.3132999999999999,0.009600000000000053,0.32289999999999996,0.4727229,0.7235655999999999,0.45393150000000004,0.7918522072936661,0.6231884057971014,0.9960079840319361,0.5125,0.0629115942028986,0.0033920159680638218,0.16400000000000003,0.032661,0.029296,0.014017
train,IMG0001152.jpg,Fractured,0.5632,0.9997,0.3559,0.6396000000000001,0.268324840445308,0.3559,0.9997,0.4365,0.20730000000000004,0.6438,0.38804479999999997,0.7237828,0.23880890000000002,0.6480981285988484,0.5901639344262295,0.9960079840319361,0.19463087248322147,-0.026963934426229463,0.0036920159680638998,0.16126912751677852,0.058559,0.078403,0.030733
train,IMG0001191.jpg,Fractured,0.6864,0.9995,0.9266,0.8708333333333335,0.13376682033382653,0.6864,0.9995,0.31310000000000004,0.24019999999999997,0.07290000000000008,0.47292959999999995,0.723638,0.6217486,0.8725125719769675,0.6231884057971014,0.9960079840319361,0.9453781512605042,0.06321159420289857,0.0034920159680639218,-0.018778151260504194,0.057619,0.136715,0.085837
train,IMG0001192.jpg,Fractured,0.9802,0.9988,0.9653,0.9814333333333334,0.013704095089505984,0.9653,0.9988,0.01860000000000006,0.014899999999999913,0.033499999999999974,0.6753577999999999,0.7231312,0.6477163,0.9818643474088293,0.9888475836431226,0.9960079840319361,0.9453781512605042,-0.00864758364312268,0.002792015968063888,0.019921848739495873,0.116186,0.201434,0.093806
train,IMG0001198.jpg,Fractured,0.7286,0.9947,0.4612,0.7281666666666666,0.2178006785011368,0.4612,0.9947,0.2661,0.2674,0.5335000000000001,0.5020053999999999,0.7201628,0.3094652,0.7349488483685223,0.8,0.9960079840319361,0.24369747899159663,-0.07140000000000002,-0.0013079840319361047,0.21750252100840337,0.051004,0.058267,0.092225
train,IMG0001199.jpg,Fractured,0.9384,0.9996,0.8759,0.9379666666666667,0.050501243109012245,0.8759,0.9996,0.06120000000000003,0.0625,0.12370000000000003,0.6465576,0.7237104,0.5877289,0.939537859884837,0.9888475836431226,0.9960079840319361,0.859375,-0.05044758364312263,0.0035920159680639108,0.016525000000000012,0.040182,0.065974,0.105663
train,IMG0001200.jpg,Fractured,0.4402,0.4353,0.1012,0.3255666666666666,0.1586638024951571,0.1012,0.4402,0.00489999999999996,0.33899999999999997,0.3341,0.30329779999999995,0.3151572,0.0679052,0.32934750479846453,0.273972602739726,0.45454545454545453,0.04314720812182741,0.16622739726027397,-0.01924545454545451,0.05805279187817259,0.015074,0.121537,0.133323
